Iter,Time,LogLik
80,101.514,-8414721.53661817
81,102.733,-8413942.30369074
82,103.976,-8413128.12740240
83,105.191,-8412152.12872560
84,106.446,-8411318.44741121
85,107.666,-8410628.57457577
86,108.904,-8409886.62390824
87,110.142,-8409114.44101629
88,111.411,-8408377.07982568
89,112.625,-8407594.68018064
90,113.852,-8406750.51529255
91,115.091,-8405879.82224666
92,116.334,-8405317.63331638
93,117.577,-8404503.28620257
94,118.808,-8403777.69637371
95,120.044,-8402828.88012307
96,121.291,-8402083.95068783
97,122.529,-8401395.91629826
98,123.780,-8400773.24434984
99,124.993,-8399967.39303236
100,126.216,-8399235.81721163
101,127.465,-8398612.22060865
102,128.727,-8398020.92336336
103,129.959,-8397268.02123599
104,131.207,-8396509.60059622
105,132.468,-8395719.55244342
106,133.719,-8395014.04975077
107,134.928,-8394397.20983390
108,136.165,-8393676.26204974
109,137.413,-8393042.57810285
110,138.653,-8392417.57399453
111,139.894,-8391706.87238974
112,141.123,-8391006.19005120
113,142.359,-8390350.45457610
114,143.599,-8389708.93569477
115,144.862,-8389014.59059960
116,146.079,-8388275.07537962
117,147.340,-8387469.52838099
118,148.580,-8386817.65320111
119,149.821,-8386243.52341790
120,151.049,-8385619.27097786
121,152.290,-8385155.23011771
122,153.537,-8384801.87183140
123,154.766,-8384156.10553578
124,155.986,-8383502.12340299
125,157.186,-8382692.08312601
126,158.405,-8381841.61072957
127,159.628,-8381197.05043326
128,160.876,-8380598.75289430
129,162.333,-8379948.17108311
130,163.558,-8379434.61654050
131,164.798,-8378779.11979555
132,166.024,-8378150.70243228
133,167.284,-8377764.99988899
134,168.484,-8377447.17911906
135,169.709,-8376825.80007003
136,170.973,-8376225.61121407
137,172.210,-8375531.38202012
138,173.450,-8374767.30572843
139,174.659,-8374058.04842863
140,175.893,-8373424.65539439
141,177.117,-8372821.38004204
142,178.365,-8372356.06743696
143,179.600,-8371769.27473644
144,180.855,-8371208.88468539
145,182.059,-8370519.19445366
146,183.292,-8370132.09516873
147,184.551,-8369476.37272547
148,185.772,-8368923.26235221
149,187.004,-8368243.38814684
150,188.245,-8367872.12501300
151,189.495,-8367232.55971933
152,190.732,-8366781.51007001
153,191.956,-8366257.63850685
154,193.170,-8365762.56891900
155,194.417,-8365188.92508828
156,195.663,-8364558.86504405
157,196.899,-8363970.17013297
158,198.135,-8363559.72399876
159,199.362,-8362986.18054180
160,200.572,-8362465.35718169
161,201.838,-8361817.67628385
162,203.068,-8361534.23974421
163,204.287,-8361045.04978143
164,205.497,-8360584.73124508
165,206.736,-8360088.68799475
166,207.972,-8359723.38253077
167,209.213,-8359242.42724493
168,210.436,-8358634.34474074
169,211.655,-8358174.92002522
170,212.911,-8357833.03731065
171,214.165,-8357501.82564424
172,215.384,-8356980.86184692
173,216.606,-8356394.90901593
174,217.836,-8355830.58798199
175,219.084,-8355388.27581195
176,220.317,-8354936.62797618
177,221.570,-8354510.03085178
178,222.819,-8353887.72633307
179,224.043,-8353408.49705744
180,225.299,-8352934.40381241
181,226.541,-8352428.70283119
182,227.763,-8352061.90300889
183,229.018,-8351771.40935511
184,230.287,-8351227.84535631
185,231.525,-8350757.75731479
186,232.752,-8350246.52021508
187,233.990,-8349920.00459003
188,235.231,-8349514.90533517
189,236.473,-8349128.46794698
190,237.691,-8348480.57527468
191,238.933,-8348015.83422768
192,240.165,-8347743.23378085
193,241.393,-8347260.93773090
194,242.623,-8346687.23639165
195,243.864,-8346392.63735619
196,245.087,-8345894.84318459
197,246.325,-8345493.03848857
198,247.562,-8345105.60217643
199,248.772,-8344678.98975324
200,249.988,-8344280.30523347
201,251.253,-8343996.05464060
202,252.488,-8343526.09657306
203,253.719,-8343128.79406114
204,254.948,-8342762.71208131
205,256.200,-8342372.25662870
206,257.860,-8341884.75522274
207,259.089,-8341608.69989693
208,260.343,-8341149.31139035
209,261.584,-8340880.04844232
210,262.821,-8340427.79882593
211,264.047,-8340018.87100203
212,265.271,-8339665.82428364
