Iter,Time,LogLik
213,278.932,-8433040.89579392
214,280.182,-8432810.64306128
215,281.444,-8432058.32032988
216,282.722,-8431129.05752550
217,283.949,-8430673.12912686
218,285.203,-8430895.91753155
219,286.473,-8430427.01900473
220,287.721,-8429522.60023832
221,288.969,-8429275.57718999
222,290.228,-8428615.62175236
223,291.494,-8427836.20130235
224,292.772,-8427296.92319245
225,294.023,-8426518.52923191
226,295.308,-8427000.68677211
227,296.594,-8426825.33148666
228,297.859,-8426109.07350880
229,299.115,-8425703.37426158
230,300.409,-8425539.20027351
231,301.647,-8424630.88233184
232,302.916,-8423788.13234883
233,304.189,-8423054.37728128
234,305.440,-8422288.46832665
235,306.695,-8421766.75488170
236,307.961,-8421665.93991908
237,309.260,-8422108.81949491
238,310.483,-8421301.56227944
239,311.736,-8420552.70139581
240,313.000,-8419958.61088796
241,314.261,-8419359.49137772
242,315.502,-8418516.88658534
243,316.762,-8417723.14308288
244,318.041,-8416975.89148590
245,319.280,-8416263.62508703
246,320.534,-8415417.25059199
247,321.813,-8414655.98675209
248,323.075,-8413932.41748919
249,324.328,-8414462.26336509
250,325.585,-8414548.12905567
251,326.856,-8414050.32303145
252,328.117,-8413501.34642960
253,329.365,-8412876.94759506
254,330.645,-8412254.80740796
255,331.936,-8411957.38885478
256,333.194,-8411197.38728079
257,334.421,-8410186.03968661
258,335.705,-8409255.66699740
259,336.974,-8409049.06376340
260,338.236,-8408887.65845646
261,339.506,-8408695.21668065
262,340.770,-8408210.29484428
263,342.041,-8407506.21224603
264,343.289,-8407135.79513408
265,344.562,-8406641.62476938
266,345.845,-8405928.57836824
267,347.107,-8405460.00741328
268,348.371,-8404981.62679748
269,349.650,-8404377.83597871
270,350.900,-8403800.77836724
271,352.127,-8403138.68070342
272,353.392,-8402585.98583688
273,355.036,-8402256.21617248
274,356.305,-8401889.82495382
275,357.540,-8401236.53645840
276,358.826,-8401144.68429934
277,360.087,-8400578.75998270
278,361.326,-8399815.50863876
279,362.614,-8399467.23628621
280,363.878,-8399760.57462259
281,365.148,-8399404.28273681
282,366.387,-8398753.86272578
283,367.672,-8398666.93812268
284,368.923,-8398162.59529460
285,370.169,-8397618.25897929
286,371.452,-8397183.82066486
287,372.716,-8396664.18682635
288,373.989,-8397125.31001234
289,375.224,-8396953.41433657
290,376.506,-8396493.49872056
291,377.758,-8396160.68818528
292,379.023,-8396128.83758153
293,380.284,-8395462.55028222
294,381.554,-8394817.01199728
295,382.810,-8394197.35610125
296,384.061,-8393599.64222556
297,385.352,-8393234.50576548
298,386.587,-8393225.17578718
299,387.850,-8393736.70574194
300,389.135,-8393009.46778817
301,390.396,-8392757.55344488
302,391.680,-8392245.78834831
303,392.941,-8391684.74414031
304,394.219,-8391186.32846128
305,395.474,-8390490.16365850
306,396.738,-8390124.55975827
307,397.993,-8389611.58277703
308,399.253,-8388909.64372548
309,400.513,-8388389.53698712
310,401.781,-8388161.61592218
311,403.058,-8388163.97489099
312,404.352,-8387575.24128369
313,405.594,-8387696.94574106
314,406.866,-8387288.34804812
315,408.146,-8387448.50349395
316,409.412,-8387157.99749024
317,410.672,-8387181.69903147
318,411.956,-8386654.23907616
319,413.220,-8386466.07293025
320,414.475,-8385889.65538553
321,415.747,-8385310.95013265
322,417.015,-8384815.04109867
323,418.272,-8384459.25869294
324,419.540,-8383825.94759855
325,420.820,-8383609.69143543
326,422.074,-8384071.46878716
327,423.336,-8383862.71724830
328,424.630,-8383307.08713815
329,425.900,-8382806.71542932
330,427.145,-8382319.66678125
331,428.399,-8381807.31920409
332,429.697,-8381781.98750185
333,430.960,-8381200.40052619
334,432.234,-8380594.08920094
335,433.534,-8380071.75419792
336,434.789,-8379697.59962207
337,436.064,-8379145.03725220
338,437.325,-8378577.17408984
339,438.600,-8378242.94321704
340,439.884,-8378608.10663585
341,441.127,-8377932.10711000
342,442.383,-8377500.67060263
343,443.650,-8377184.16356905
344,444.917,-8377363.68276901
345,446.176,-8377329.16503033
346,447.465,-8376921.89996441
347,448.733,-8376712.68891443
348,449.981,-8376052.31773610
349,451.262,-8375584.62006458
350,452.515,-8375168.71569462
351,453.766,-8375287.81837000
352,455.033,-8374933.29476811
353,456.308,-8374500.11464279
354,457.522,-8373939.21421657
355,458.764,-8373392.09988272
356,460.056,-8373218.70436283
357,461.325,-8372972.72472908
358,462.572,-8373049.71772701
359,463.824,-8372699.34681265
360,465.106,-8372184.07590436
361,466.339,-8371610.55071732
362,467.590,-8371583.70939983
363,468.868,-8371421.34493745
364,470.131,-8370947.61730074
365,471.362,-8370530.23438789
366,472.615,-8370073.87903991
367,473.899,-8369556.26678742
368,475.168,-8369259.59142998
369,476.412,-8368731.56158692
370,477.704,-8368195.86732563
371,478.939,-8367742.62821402
372,480.223,-8367568.44818907
373,481.474,-8367552.10369276
374,482.750,-8367112.64029555
375,483.981,-8367280.89054533
376,485.234,-8366981.47992624
377,486.532,-8367155.52755145
378,487.775,-8366888.75209322
379,489.025,-8366944.25965029
380,490.717,-8366477.19778322
381,492.037,-8366359.01596912
382,493.263,-8365879.24828519
383,494.501,-8365365.68959176
384,495.785,-8364944.33080566
385,497.021,-8364757.39665611
386,498.270,-8364206.73404368
387,499.538,-8364066.19476336
388,500.809,-8364584.13328862
389,502.031,-8364465.49812193
390,503.298,-8363962.33054118
391,504.586,-8363662.16885536
392,505.858,-8363263.12405950
393,507.092,-8362769.85679861
394,508.348,-8362808.74617761
395,509.633,-8362296.64724053
396,510.890,-8361857.17097443
397,512.136,-8361397.57282982
398,513.426,-8361052.03846583
399,514.650,-8360679.61189972
400,515.908,-8360216.14022388
401,517.218,-8360549.65113069
402,518.507,-8360024.10887974
403,519.761,-8359655.30316944
404,521.030,-8359743.57646959
405,522.323,-8359432.18148978
406,523.560,-8359363.71188489
407,524.799,-8359182.75485658
408,526.076,-8359147.75132782
409,527.383,-8359136.61686668
410,528.624,-8358945.99097159
411,529.891,-8358749.71377626
412,531.163,-8358488.39720110
413,532.405,-8358585.92067232
414,533.648,-8358405.68863719
415,534.918,-8358317.65803758
416,536.200,-8357979.56677237
417,537.461,-8357885.84802138
418,538.715,-8357408.02302911
419,539.989,-8357230.69484349
420,541.238,-8356819.28741417
421,542.459,-8356903.01582267
422,543.742,-8356536.01431570
423,545.029,-8355929.22310273
424,546.288,-8355852.85650424
425,547.531,-8355414.87678284
426,548.826,-8355002.36615258
427,550.067,-8354890.81905693
428,551.323,-8354486.64809757
429,552.588,-8353976.42560754
430,553.878,-8353794.04692227
431,555.129,-8353464.68024918
432,556.383,-8353046.17092913
433,557.659,-8352683.52698574
434,558.911,-8352550.41394907
435,560.164,-8352248.13164626
436,561.420,-8351793.48393904
437,563.097,-8351300.10088894
438,564.346,-8350923.32895055
439,565.625,-8350710.93625754
440,566.913,-8350334.02833968
441,568.147,-8350061.15325260
442,569.401,-8349881.80811786
443,570.647,-8349469.55446188
444,571.927,-8348988.16382057
445,573.148,-8348761.25161206
446,574.404,-8348850.08730061
447,575.672,-8348774.59429686
448,576.954,-8348524.96412073
449,578.205,-8348220.56232624
450,579.472,-8348926.63783622
451,580.739,-8348523.23171042
452,582.019,-8348271.01628874
453,583.268,-8348016.81238231
454,584.608,-8347509.94018895
455,585.881,-8347457.52747341
456,587.125,-8347045.10818629
457,588.375,-8346947.11871302
458,589.661,-8346371.49766179
459,590.895,-8346124.85675340
460,592.171,-8346502.86002353
461,593.453,-8346085.20524157
462,594.762,-8346214.89831776
463,595.995,-8346454.23453843
464,597.249,-8346001.31787887
465,598.529,-8345702.04803101
466,599.796,-8345786.70891590
467,601.060,-8345528.47007972
468,602.346,-8345473.73754225
469,603.628,-8345212.91536176
470,604.871,-8345296.77853703
471,606.140,-8345300.71688130
472,607.437,-8345162.32583244
473,608.664,-8344928.84922478
474,609.923,-8344718.95720415
475,611.211,-8344883.91520178
476,612.494,-8344670.22736960
477,613.742,-8344632.23462393
478,615.009,-8344297.47048820
479,616.286,-8344266.99991293
480,617.552,-8343890.84760568
481,618.890,-8343701.69579020
482,620.154,-8343396.31883692
483,621.433,-8343501.37172183
484,622.679,-8343170.75602248
485,623.933,-8342643.02157988
486,625.225,-8342530.24745352
487,626.480,-8342212.00789632
488,627.747,-8341801.59410615
489,629.025,-8341791.74754904
490,630.270,-8341488.84409576
491,631.522,-8341040.62821324
492,632.816,-8340886.71075062
493,634.093,-8340591.33484471
494,635.316,-8340225.62571787
495,636.572,-8339924.38309251
496,637.868,-8339794.34126589
497,639.134,-8339526.28038491
498,640.386,-8339222.78327654
499,641.622,-8338785.45623737
500,642.909,-8338450.43851295
501,644.137,-8338225.13392220
502,645.416,-8338890.78662326
503,646.696,-8338533.97125273
504,648.366,-8338260.50169369
505,649.624,-8337981.49059575
506,650.865,-8337551.70678956
507,652.144,-8337368.17586426
508,653.429,-8337255.79412370
509,654.708,-8337142.49711757
510,655.991,-8337013.79316328
511,657.251,-8337096.53973718
512,658.507,-8337377.15733066
513,659.743,-8336990.38095275
514,661.016,-8336574.96432066
515,662.244,-8336474.29962864
516,663.508,-8336471.93262561
517,664.777,-8336249.19104901
518,666.043,-8335936.84184050
519,667.327,-8335749.27102578
520,668.585,-8336054.09724019
521,669.874,-8335792.79630744
522,671.104,-8335519.79483410
523,672.370,-8335333.08259890
524,673.643,-8335560.44240127
525,674.927,-8335979.31513743
526,676.190,-8336333.64535997
527,677.451,-8336041.97327109
528,678.728,-8335860.82740065
529,679.966,-8335604.97998576
530,681.214,-8335611.82403188
531,682.502,-8335412.08918255
532,683.776,-8335101.16865545
533,685.034,-8334707.76250872
534,686.283,-8334353.74650103
535,687.567,-8334194.19085885
536,688.829,-8333888.89334795
537,690.087,-8333619.32105392
538,691.358,-8333087.22343186
539,692.639,-8332728.55036136
540,693.902,-8332345.45485334
541,695.147,-8332525.76321848
542,696.421,-8332411.51490561
543,697.712,-8332324.87271260
544,698.978,-8331914.96060866
545,700.258,-8331725.72236191
546,701.532,-8331671.72988472
547,702.800,-8331248.96588981
548,704.077,-8330870.32511382
549,705.365,-8330541.08365175
550,706.627,-8330576.49089434
551,707.881,-8330093.01452668
552,709.158,-8330214.53041885
553,710.421,-8330071.49220188
554,711.688,-8329785.52951280
555,712.929,-8329407.93282416
556,714.220,-8329998.60334110
557,715.489,-8329827.29423106
558,716.753,-8329624.00356111
559,718.031,-8329559.82777477
560,719.300,-8329325.61377347
561,720.559,-8328991.00305837
562,721.825,-8328662.08016692
563,723.131,-8328495.58339612
564,724.410,-8329141.50620958
565,725.669,-8328771.46341021
566,726.952,-8328590.76762606
567,728.220,-8328334.24158470
568,729.492,-8327944.28878982
569,730.744,-8327794.90814448
570,732.423,-8327682.87904174
571,733.672,-8327534.49785096
572,734.929,-8327448.16585790
573,736.211,-8327513.20930851
574,737.483,-8327818.41438532
575,738.737,-8327467.52364816
576,740.002,-8327094.93192996
577,741.286,-8326993.14742382
578,742.547,-8327005.94099072
579,743.789,-8326847.40869740
580,745.059,-8326453.70543666
581,746.317,-8326385.60840832
582,747.568,-8326644.96570543
583,748.808,-8326418.12124710
584,750.099,-8326182.96471168
585,751.375,-8326051.36979362
586,752.629,-8326220.91410750
587,753.917,-8326702.18517387
588,755.188,-8327064.43224980
589,756.453,-8326766.41067982
590,757.740,-8326683.41284107
591,759.021,-8326455.88964841
592,760.294,-8326516.69941373
593,761.558,-8326404.36698778
594,762.837,-8326025.73719074
595,764.098,-8325740.73747863
596,765.370,-8325437.60506801
597,766.611,-8325231.35747800
598,767.895,-8325001.23514521
599,769.179,-8324768.06899122
600,770.430,-8324311.10557277
601,771.707,-8324428.60124874
602,772.974,-8324356.91157005
603,774.233,-8324138.02328505
604,775.503,-8324104.33062803
605,776.784,-8323842.63360503
606,778.051,-8323645.16299014
607,779.285,-8323493.49722268
608,780.564,-8323106.88360194
609,781.824,-8323482.16149090
610,783.096,-8323466.23237686
611,784.369,-8323620.40710955
612,785.647,-8323458.29964798
613,786.922,-8323443.19124033
614,788.160,-8323302.28324375
615,789.437,-8323255.23079249
616,790.704,-8323132.31601387
617,791.947,-8322894.18050710
618,793.202,-8322900.83186057
619,794.488,-8322742.36344863
620,795.755,-8322636.18871559
621,797.019,-8322251.80683696
622,798.316,-8322368.14728356
623,799.589,-8322289.43789776
624,800.912,-8322161.94063669
625,802.153,-8322253.99677364
626,803.442,-8321907.62708304
627,804.719,-8322100.43127560
628,805.988,-8321941.64578821
629,807.277,-8321781.45885271
630,808.544,-8321898.98641376
631,809.800,-8321664.21155502
632,811.056,-8321535.31518654
633,812.369,-8321479.53132236
634,813.641,-8321382.22826411
635,814.909,-8321116.47431451
636,816.185,-8320964.50522954
637,817.459,-8320987.89759605
638,818.729,-8320912.44456315
639,819.973,-8320681.67184413
640,821.267,-8320374.44288782
641,822.907,-8320344.49462835
642,824.169,-8320396.44032860
643,825.454,-8320047.93094004
644,826.705,-8319907.12443868
645,827.982,-8319890.66193658
646,829.241,-8319647.60602852
647,830.534,-8319796.62248464
648,831.796,-8319361.51310466
649,833.058,-8319151.06470913
650,834.323,-8318846.33779203
651,835.589,-8318622.93020433
652,836.846,-8318340.09051074
653,838.097,-8318541.17298395
654,839.435,-8318276.41633786
655,840.707,-8318431.80321956
656,841.969,-8318517.48120297
657,843.256,-8318148.64444916
658,844.535,-8317867.88845261
659,845.781,-8317596.37820223
660,847.037,-8317408.94029326
661,848.316,-8317108.33621099
662,849.594,-8316903.68314758
663,850.854,-8317030.96107036
664,852.150,-8316960.17895141
665,853.417,-8316768.26589430
666,854.676,-8316806.98237687
667,855.925,-8316554.20793564
668,857.206,-8316350.16442168
669,858.528,-8316224.22729724
670,859.751,-8315888.49230845
671,861.019,-8316208.32819170
672,862.300,-8316204.16432152
673,863.554,-8316379.06450653
674,864.790,-8316227.92126405
675,866.078,-8316211.10141674
676,867.357,-8316105.16481832
677,868.577,-8316023.49896360
678,869.852,-8315948.52838755
679,871.117,-8315717.45894036
680,872.383,-8315704.20989886
681,873.625,-8315618.71370027
682,874.910,-8315486.46074599
683,876.181,-8315199.06671336
684,877.450,-8315314.31882221
685,878.732,-8315237.13902560
686,879.992,-8315135.19704695
687,881.257,-8315253.67100424
688,882.523,-8314989.67507911
689,883.807,-8315126.32672286
690,885.082,-8315035.94004578
691,886.335,-8314802.79807157
692,887.617,-8314999.02744530
693,888.891,-8314771.40873119
694,890.161,-8314669.22570785
695,891.420,-8314677.91431831
696,892.700,-8314551.88355034
697,893.978,-8314268.49996835
698,895.213,-8314236.41225047
699,896.497,-8314208.94546112
700,897.768,-8314184.59144472
701,899.021,-8313923.73092294
702,900.250,-8313752.28903052
703,901.529,-8313709.06260744
704,902.798,-8313457.35912710
705,904.031,-8313361.55428588
706,905.297,-8313142.55691275
707,906.562,-8313224.55600203
708,908.196,-8313210.45288633
709,909.434,-8313021.69117614
710,910.716,-8313024.81396242
711,911.994,-8313570.82924446
712,913.245,-8313459.02792723
713,914.531,-8313453.87386661
714,915.800,-8313579.08972727
715,917.034,-8313447.51915131
716,918.299,-8313439.83692572
717,919.574,-8313267.89575753
718,920.861,-8313293.11294358
719,922.088,-8313163.64424677
720,923.358,-8313049.50525263
721,924.623,-8312990.75253897
722,925.862,-8312762.34049228
723,927.119,-8312904.82562288
724,928.391,-8312774.05079286
725,929.665,-8312577.81077275
726,930.897,-8312519.23481366
727,932.181,-8312285.39236015
728,933.440,-8312327.02690086
729,934.698,-8312238.35248022
730,935.956,-8311997.79564052
731,937.220,-8311868.19731124
732,938.493,-8311749.50465929
733,939.741,-8311602.30649814
734,941.013,-8311759.28760427
735,942.281,-8311581.08201908
736,943.536,-8311625.36100915
737,944.818,-8311732.54673131
738,946.085,-8311627.12356457
739,947.362,-8311597.42668044
740,948.662,-8311647.37073777
741,949.954,-8311596.15382278
742,951.225,-8311598.91613313
743,952.465,-8311468.98700966
744,953.746,-8311464.81319666
745,955.021,-8311509.67732194
746,956.287,-8311421.14205930
747,957.542,-8311833.09749498
748,958.813,-8311637.69060437
749,960.074,-8311314.02758588
750,961.315,-8311060.78301308
751,962.599,-8310819.50639683
752,963.859,-8310628.55818654
753,965.130,-8310379.22330155
754,966.421,-8310047.36479286
755,967.678,-8309854.53512412
756,968.948,-8309818.02678964
757,970.171,-8309502.81671434
758,971.487,-8309232.66154979
759,972.758,-8308924.78405337
760,974.029,-8309000.22351554
761,975.334,-8308711.90557882
762,976.955,-8308332.78858763
763,978.228,-8308124.33172557
764,979.513,-8307964.71022692
765,980.798,-8307856.23780612
766,982.075,-8307697.91114869
767,983.346,-8307606.04817256
768,984.649,-8307378.73297799
769,985.904,-8307543.16585628
770,987.180,-8307460.62598886
771,988.452,-8307310.42932876
772,989.698,-8307278.46857412
773,990.985,-8307796.41915504
774,992.259,-8307685.70727750
775,993.538,-8307715.92595724
776,994.805,-8307829.69338825
777,996.084,-8307690.08442609
778,997.367,-8307724.46640423
779,998.626,-8307538.95781712
780,999.900,-8307562.57914015
781,1001.192,-8307458.83632435
782,1002.463,-8307317.91211680
783,1003.721,-8307255.11161947
784,1004.988,-8307012.85276493
785,1006.266,-8307127.66746789
786,1007.499,-8307066.41669748
787,1008.766,-8306912.15858056
788,1010.048,-8306851.83256620
789,1011.273,-8306634.28078345
790,1012.531,-8306714.65641061
791,1013.808,-8306677.95418389
792,1015.089,-8306415.12719777
793,1016.318,-8306316.78010816
794,1017.582,-8306195.41839283
795,1018.885,-8306050.74081361
796,1020.146,-8306206.84887309
797,1021.406,-8306082.78843007
798,1022.675,-8306087.65044456
799,1023.958,-8306253.28545012
800,1025.227,-8306118.30777129
801,1026.486,-8306048.26495763
802,1027.761,-8305989.53194661
803,1028.981,-8305877.91139601
804,1030.238,-8305721.94513809
805,1031.521,-8305901.20692891
806,1032.825,-8305688.35927605
807,1034.068,-8305620.90479274
808,1035.343,-8305898.46509085
809,1036.637,-8305871.25376433
810,1037.865,-8305841.73733412
811,1039.110,-8305513.60643186
812,1040.390,-8305437.31471126
813,1041.699,-8305412.00532950
814,1042.933,-8305191.48383736
815,1044.188,-8305120.52797002
816,1045.459,-8304881.83636826
817,1046.687,-8304643.03345707
818,1047.940,-8304396.96975422
819,1049.194,-8304661.25057164
820,1050.483,-8304288.43373586
821,1051.759,-8304043.66019416
822,1053.023,-8304001.65250342
823,1054.337,-8304386.86812910
824,1055.595,-8304270.12907026
825,1056.853,-8304368.15205678
826,1058.127,-8304643.27776661
827,1059.408,-8304583.18843878
828,1060.681,-8304457.43219351
829,1061.945,-8304407.57609359
830,1063.225,-8304223.28888139
831,1064.474,-8303981.22271779
832,1066.254,-8304202.86527823
833,1067.537,-8304467.58796484
834,1068.812,-8304264.69176363
835,1070.043,-8304091.46536282
836,1071.312,-8303912.74024634
837,1072.593,-8304045.40536211
838,1073.862,-8304102.82643694
839,1075.096,-8303884.56053482
840,1076.358,-8303707.08926675
841,1077.635,-8303592.41468323
842,1078.878,-8303495.14280134
843,1080.163,-8303400.49317486
844,1081.452,-8303414.90375135
845,1082.687,-8303642.16822205
846,1083.929,-8303406.29610958
847,1085.189,-8303228.30709910
848,1086.507,-8303311.84044139
849,1087.753,-8303397.22521916
850,1089.025,-8303230.62355146
851,1090.320,-8302995.58441365
852,1091.566,-8302744.83276959
853,1092.799,-8302449.39362114
854,1094.066,-8302130.95688755
855,1095.356,-8302154.87745742
856,1096.613,-8301826.19432378
857,1097.876,-8301687.67569239
858,1099.158,-8301575.59104175
859,1100.399,-8301523.74475958
860,1101.682,-8301541.63366050
861,1102.965,-8301445.01845172
862,1104.253,-8301411.90782926
863,1105.485,-8301400.21939653
864,1106.758,-8301310.58039505
865,1108.029,-8301188.66786625
866,1109.266,-8301038.76375789
867,1110.516,-8301169.01101414
868,1111.800,-8300998.50816023
869,1113.079,-8300946.78444758
870,1114.315,-8301182.11200486
871,1115.598,-8301144.88077122
872,1116.889,-8301143.30158787
873,1118.109,-8300850.36209304
874,1119.335,-8300790.05773081
875,1120.608,-8300724.12365238
876,1121.889,-8300471.42948744
877,1123.115,-8300426.48823663
878,1124.851,-8300224.28345560
879,1126.124,-8300017.15547749
880,1127.380,-8299783.63344348
881,1128.630,-8300055.47629661
882,1129.906,-8299725.11200272
883,1131.193,-8299494.49171101
884,1132.454,-8299453.33560862
885,1133.708,-8299783.41882454
886,1134.988,-8299745.39919896
887,1136.200,-8299834.83245124
888,1137.471,-8300150.05947277
889,1138.741,-8300110.28987648
890,1140.033,-8300011.51836786
891,1141.294,-8299967.23536673
892,1142.561,-8299772.21349385
893,1143.829,-8299573.85941808
894,1145.063,-8299736.87525263
895,1146.299,-8300081.80291565
896,1147.566,-8299874.99533707
897,1148.852,-8299690.45037320
898,1150.116,-8299525.50859231
899,1151.383,-8299687.13639459
900,1152.661,-8299733.49407035
901,1153.906,-8299964.63256411
902,1155.149,-8299979.88853168
903,1156.424,-8300087.35380731
904,1157.703,-8299889.48984126
905,1158.935,-8299815.90003900
906,1160.195,-8299804.09077127
907,1161.465,-8299710.32245272
908,1162.732,-8299654.69629956
909,1163.956,-8299397.97692018
910,1165.230,-8299410.30259926
911,1166.539,-8299330.73449245
912,1167.783,-8299128.36290515
913,1169.071,-8299391.71729301
914,1170.345,-8299260.49924495
915,1171.585,-8299173.59099752
916,1172.853,-8299020.58413549
917,1174.126,-8298897.22815785
918,1175.407,-8298977.92419594
919,1176.659,-8299047.98272000
920,1177.918,-8298989.96725906
921,1179.207,-8298773.14239783
