Iter,Time,LogLik
1,3.273,-8653994.71981983
2,5.057,-8613599.22491892
3,6.669,-8589932.24338582
4,8.232,-8601306.30580175
5,9.809,-8633582.50142840
6,11.457,-8634023.94718001
7,13.033,-8632002.12987324
8,14.556,-8629326.15883432
9,15.957,-8628807.59261767
10,17.406,-8640162.03055868
11,18.820,-8640390.64211248
12,20.278,-8640119.74504677
13,21.740,-8643166.62742157
14,23.107,-8645643.37132783
15,24.443,-8643480.41121433
16,25.809,-8647809.61517466
17,27.209,-8652419.37640333
18,28.570,-8652430.05744643
19,29.882,-8651832.42662362
20,31.220,-8649690.60569438
21,32.551,-8649688.80275675
22,33.907,-8648971.20327169
23,35.244,-8650132.66657792
24,36.594,-8653399.07800693
25,37.922,-8650337.18516673
26,39.289,-8648798.23670810
27,40.664,-8647132.42300870
28,42.093,-8648248.23621341
29,43.424,-8647802.15224633
30,44.771,-8646731.04327187
31,46.102,-8646264.33195793
32,47.401,-8643540.29771580
33,48.738,-8643318.80489866
34,50.062,-8641638.68761644
35,51.382,-8639356.74352776
36,52.671,-8637987.43109921
37,54.003,-8641760.87136551
38,55.334,-8641398.39813644
39,56.651,-8640318.02929999
40,57.956,-8638252.11755283
41,59.241,-8637501.42393065
42,60.542,-8635052.18875491
43,61.863,-8632989.80495160
44,63.144,-8633269.01995173
45,64.446,-8630921.70507534
46,65.722,-8629409.83478917
47,67.030,-8629986.97924420
48,68.336,-8627933.56705324
49,69.594,-8627323.99538846
50,70.859,-8625248.02724085
51,72.149,-8623462.54070454
52,73.452,-8621995.45407941
53,74.733,-8621441.52364690
54,76.017,-8619259.83415833
55,77.309,-8618477.76909768
56,78.578,-8617580.42678106
57,79.874,-8617775.25995687
58,81.148,-8616672.41270062
59,82.450,-8614848.99737772
60,83.763,-8612804.62572534
61,85.033,-8611410.79089377
62,86.367,-8611904.75487925
63,87.622,-8610524.48189611
64,88.880,-8609903.31895168
65,90.152,-8608477.42998662
66,91.440,-8607751.81967986
67,92.762,-8610425.53797326
68,94.042,-8608937.09522279
69,95.303,-8606619.25319937
70,96.577,-8604425.05998137
71,97.843,-8602467.48202870
72,99.138,-8602468.93908323
73,100.415,-8600541.20220256
74,101.696,-8598536.43737311
75,102.972,-8597259.41099960
76,104.253,-8596059.69196113
77,105.523,-8593853.80820411
78,106.805,-8593072.87811304
79,108.106,-8592578.96440659
80,109.388,-8590945.76458908
81,110.672,-8588700.93414953
82,111.900,-8586618.32656420
83,113.162,-8585289.29431140
84,114.424,-8583401.26942333
85,115.722,-8582443.90055259
86,117.007,-8582127.75273353
87,118.273,-8579867.24139472
88,119.526,-8578167.40321551
89,120.816,-8576443.54401551
90,122.086,-8575501.55765088
91,123.354,-8573883.35569454
92,124.619,-8572123.57560690
93,125.886,-8570674.64540415
94,127.160,-8568477.43890977
95,128.440,-8567454.96436986
96,129.699,-8565944.02180478
97,131.502,-8564149.92074660
98,132.818,-8562532.39703481
99,134.108,-8562844.00787613
100,135.387,-8561817.16651389
101,136.654,-8559964.60050602
102,137.930,-8558639.79051137
103,139.200,-8556975.13064296
104,140.463,-8555677.57176523
105,141.737,-8555154.96678262
106,142.997,-8553675.60561685
107,144.263,-8554275.73985816
108,145.531,-8553480.19258764
109,146.789,-8552310.90552561
110,148.061,-8550921.69468759
111,149.325,-8549649.66613642
112,150.588,-8548365.38651435
113,151.871,-8547032.09927362
114,153.140,-8545739.10775970
115,154.414,-8544319.33101231
116,155.673,-8543220.03011916
117,156.938,-8541848.66479860
118,158.202,-8541081.10541081
119,159.477,-8539431.41910530
120,160.736,-8538144.06297712
121,162.003,-8536980.51223398
122,163.273,-8535482.97575184
123,164.550,-8534339.77295019
124,165.795,-8532383.59232942
125,167.091,-8530971.03394952
126,168.409,-8529938.85141965
127,169.679,-8528462.12876825
128,170.945,-8527990.09411096
129,172.235,-8527110.86733479
130,173.498,-8525796.30499609
131,174.774,-8525769.01438999
132,176.058,-8524629.94786391
133,177.331,-8524435.35862176
134,178.587,-8523155.68283744
135,179.875,-8523059.12262174
136,181.231,-8521390.75614596
137,182.513,-8520199.68332230
138,183.766,-8518915.80198418
139,185.019,-8517488.89447226
140,186.296,-8516804.95270345
141,187.956,-8515970.94097281
142,189.234,-8514722.41483116
143,190.507,-8513914.46176897
144,191.780,-8512528.68948605
145,193.025,-8511409.13293035
146,194.293,-8510026.84908651
147,195.569,-8509066.16763043
148,196.842,-8508892.62556077
149,198.093,-8508855.52587662
150,199.371,-8508249.66498293
151,200.635,-8507321.29243331
152,201.904,-8506050.24931997
153,203.179,-8505378.50653994
154,204.427,-8504547.38158383
155,205.705,-8503469.31505782
156,206.984,-8502208.68761556
157,208.262,-8501050.90002059
158,209.525,-8500563.18433394
159,210.783,-8499821.17476031
160,212.078,-8499006.58887077
161,213.326,-8497495.60176269
162,214.575,-8496481.70013470
163,215.832,-8495141.33593475
164,217.112,-8494151.50231266
165,218.356,-8492940.71927360
166,219.602,-8492071.27949717
167,220.871,-8491684.57022581
168,222.176,-8490561.28188450
169,223.450,-8491152.46241793
170,224.710,-8490517.41071506
171,225.993,-8489674.44398895
172,227.310,-8488674.59133504
173,228.555,-8487870.38172825
174,229.823,-8487081.04299593
175,231.109,-8485956.27306687
176,232.392,-8485110.57285422
177,233.676,-8484081.70551921
178,234.936,-8483281.27074225
179,236.190,-8482262.64236093
180,237.468,-8481803.08985242
181,238.737,-8480605.85086735
182,240.020,-8479742.51128988
183,241.276,-8479136.56265717
184,242.545,-8478031.86314061
185,243.823,-8477170.38891207
186,245.073,-8475803.90357236
187,246.313,-8474725.58921176
188,247.593,-8473891.61596862
189,248.858,-8472854.07498134
190,250.119,-8472477.18725131
191,251.377,-8471939.57920044
192,252.697,-8470999.20588484
193,253.961,-8471030.91399409
194,255.207,-8470272.29504155
195,256.507,-8470083.91022991
196,257.790,-8469228.10442014
197,259.071,-8469176.82092444
198,260.336,-8467922.36589964
199,261.602,-8467105.76353294
200,262.895,-8466177.47007600
201,264.145,-8465477.49023156
202,265.412,-8464932.71294401
203,266.687,-8463934.34493865
204,267.975,-8463116.96705072
205,269.247,-8462269.18302876
206,270.510,-8461445.22956498
207,271.783,-8460886.56832527
208,273.043,-8460122.62259667
209,274.328,-8459626.76007654
210,276.153,-8459335.45936995
211,277.435,-8458760.14417346
212,278.711,-8458182.44434405
213,279.977,-8458020.32224357
214,281.241,-8457231.62883185
215,282.510,-8456578.03894267
216,283.750,-8455834.97376876
217,285.049,-8455716.88693301
218,286.333,-8455608.05853432
219,287.597,-8454676.83832080
220,288.859,-8453909.98076512
221,290.144,-8453892.49440712
222,291.419,-8453084.69522039
223,292.641,-8452089.39065506
224,293.920,-8451173.84841745
225,295.215,-8450873.99563025
226,296.485,-8449878.44503052
227,297.749,-8448942.08757041
228,299.011,-8448782.23708332
229,300.309,-8447804.94776946
230,301.606,-8447032.80547579
231,302.887,-8446191.90227266
232,304.155,-8445453.13420220
233,305.433,-8444406.55524874
234,306.692,-8444253.48949983
235,307.956,-8443815.96596414
236,309.265,-8442965.49310275
237,310.535,-8442110.12728390
238,311.810,-8441237.82463070
239,313.085,-8440946.75842033
240,314.358,-8440484.33665301
241,315.640,-8439637.08059052
242,316.957,-8439397.44381572
243,318.217,-8438721.29865247
244,319.495,-8438025.64892044
245,320.774,-8437238.40884947
246,322.036,-8436743.08170491
247,323.298,-8436189.85089938
248,324.578,-8435169.24151761
249,325.854,-8434420.13590766
250,327.120,-8433990.72385771
251,328.429,-8434079.20195559
252,329.710,-8433432.38928983
253,331.001,-8433283.56359524
254,332.274,-8432529.54554811
255,333.549,-8433024.85994035
256,334.802,-8432067.43607784
257,336.074,-8432178.86791189
258,337.399,-8431702.57744093
259,338.661,-8431010.23346826
260,339.927,-8430561.98974650
261,341.206,-8429953.13284813
262,342.458,-8429009.88326829
263,343.734,-8428401.79035253
264,344.995,-8428061.33893389
265,346.265,-8427269.24928325
266,347.527,-8426670.43627886
267,348.811,-8425855.19596615
268,350.483,-8425407.94549785
269,351.752,-8424891.97898863
270,353.029,-8424332.78817700
271,354.294,-8423942.79194754
272,355.562,-8423736.74928320
273,356.831,-8423316.67337602
274,358.096,-8422903.90179661
275,359.388,-8422797.72191623
276,360.660,-8422222.85152351
277,361.939,-8421668.69261034
278,363.207,-8421207.08803819
279,364.476,-8421049.15017471
280,365.756,-8421189.23187826
281,367.036,-8420466.56584460
282,368.284,-8419829.53515556
283,369.563,-8419875.69441292
284,370.821,-8419313.80912960
285,372.086,-8418501.13669755
286,373.355,-8417758.82796306
287,374.633,-8417641.00863211
288,375.902,-8416959.46390894
289,377.176,-8416102.29840319
290,378.487,-8416056.56361885
291,379.741,-8415270.57602734
292,381.032,-8414709.92540763
293,382.312,-8414075.03566906
294,383.586,-8413590.41034068
295,384.841,-8412678.08009302
296,386.120,-8412657.71403298
297,387.400,-8412322.95693882
298,388.699,-8411622.76551490
299,389.933,-8411022.01228052
300,391.202,-8410381.63849430
301,392.500,-8410038.35933934
302,393.759,-8409632.20901799
303,395.033,-8409282.20853975
304,396.320,-8409459.86795356
305,397.609,-8408982.27529610
306,398.857,-8408432.07856082
307,400.117,-8408187.92538844
308,401.380,-8407726.29026239
309,402.659,-8407393.45090537
310,403.948,-8406929.55888994
311,405.209,-8406925.78023404
312,406.469,-8406254.93916237
313,407.847,-8405634.98703964
314,409.097,-8405168.10105980
315,410.360,-8404533.41748361
316,411.673,-8404262.80293148
317,412.964,-8403702.73701434
318,414.241,-8403602.22065279
319,415.529,-8403194.48014206
320,416.808,-8403181.01203025
321,418.097,-8402933.08514008
322,419.370,-8402389.63146132
323,420.649,-8402680.66244560
324,421.928,-8402239.02781206
325,423.191,-8402528.21862822
326,424.431,-8402225.57931346
327,425.704,-8402058.29127002
328,426.972,-8401633.51077941
329,428.250,-8401107.39455227
330,429.519,-8400799.03765211
331,430.768,-8400264.40951739
332,432.042,-8399986.15747087
333,433.305,-8399244.73846315
334,434.584,-8398659.87173259
335,435.859,-8398058.79261586
336,437.133,-8397509.01992165
337,438.437,-8397629.48380720
338,439.707,-8397422.50068735
339,440.981,-8397350.16005338
340,442.247,-8397471.99200176
341,443.535,-8396780.87254523
342,444.798,-8395979.00289092
343,446.075,-8395662.38605200
344,447.367,-8395322.16504588
345,448.664,-8394861.69056435
346,449.931,-8394597.84641885
347,451.192,-8394276.72223796
348,452.458,-8393989.34175680
349,453.732,-8393318.61438663
350,454.998,-8392974.07637583
351,456.288,-8392319.17928483
352,457.562,-8392076.58981620
353,458.842,-8391530.93161304
354,460.098,-8391007.60721185
355,461.354,-8390607.35120604
356,462.636,-8390294.16603890
357,463.943,-8390105.33551129
358,465.214,-8389594.84049219
359,466.479,-8388876.48289528
360,467.736,-8388430.78316166
361,469.076,-8388314.04662433
362,470.336,-8387604.74732576
363,471.605,-8387367.22216260
364,472.893,-8387018.75991683
365,474.177,-8386744.46390718
366,475.423,-8386903.58084483
367,476.686,-8386504.83761004
368,477.967,-8386080.60921933
369,479.246,-8385859.98387550
370,480.512,-8385422.87061885
371,481.780,-8385166.08349036
372,483.045,-8384751.99122272
373,484.340,-8384912.47373465
374,485.600,-8384277.75257075
375,486.870,-8383734.71712488
376,488.128,-8383480.00439212
377,489.421,-8382911.93901599
378,490.702,-8382680.05286081
379,491.975,-8382204.68626560
380,493.245,-8382090.37326103
381,494.532,-8381864.60264865
382,495.794,-8381854.22795313
383,497.046,-8381674.26214942
384,498.356,-8381243.93111915
385,499.638,-8381559.80265056
386,500.912,-8381290.66689811
387,502.191,-8381498.22496047
388,503.478,-8381436.42551376
389,504.778,-8381351.07548869
390,506.015,-8381022.37685291
391,507.292,-8380575.88202755
392,508.961,-8380309.19583077
393,510.233,-8379891.41907506
394,511.500,-8379705.09214016
395,512.761,-8379022.65230403
396,514.017,-8378594.14823721
397,515.304,-8378103.83420113
398,516.587,-8377657.71727438
399,517.877,-8377839.50433023
400,519.157,-8377711.10681045
401,520.438,-8377342.43011381
402,521.717,-8377129.29985907
403,522.978,-8376594.00785674
404,524.256,-8376575.91441568
405,525.532,-8376206.90889011
406,526.816,-8376043.54598732
407,528.088,-8375719.02096722
408,529.354,-8375550.41420340
409,530.637,-8375210.54081266
410,531.896,-8374989.33063028
411,533.170,-8374618.67359931
412,534.434,-8374393.84776719
413,535.715,-8374039.71958482
414,536.986,-8373527.90125170
415,538.245,-8374016.58390465
416,539.533,-8373973.10132416
417,540.825,-8373869.76107467
418,542.044,-8373387.85063570
419,543.319,-8373120.77810277
420,544.594,-8373734.70125421
421,545.886,-8373461.94606430
422,547.142,-8373406.45939124
423,548.414,-8372755.48805569
424,549.679,-8372201.25567912
425,550.972,-8371854.35118835
426,552.260,-8371804.78648932
427,553.523,-8371444.28515778
428,554.791,-8371198.17898129
429,556.084,-8371059.10255860
430,557.348,-8370722.70614915
431,558.684,-8370468.94066895
432,559.943,-8370330.02739955
433,561.230,-8370212.33201722
434,562.503,-8369776.65201899
435,563.775,-8369405.74322652
436,565.024,-8369044.91375610
437,566.292,-8368584.22792762
438,567.577,-8368038.80091401
439,568.859,-8368346.38539875
440,570.134,-8367925.03324999
441,571.407,-8368103.16605487
442,573.066,-8368112.90725662
443,574.344,-8367785.25829976
444,575.615,-8367856.07302302
445,576.889,-8367581.56620611
446,578.148,-8367105.87788140
447,579.400,-8366569.09457203
448,580.661,-8366145.02734703
449,581.958,-8365685.83779268
450,583.262,-8365266.95977090
451,584.534,-8365326.85947046
452,585.795,-8364926.28335259
453,587.078,-8364557.83165553
454,588.358,-8364281.53377975
455,589.603,-8363820.80342905
456,590.902,-8363526.38777215
457,592.180,-8363225.69800397
458,593.460,-8363049.27611494
459,594.737,-8362867.65251857
460,596.014,-8362561.28828663
461,597.295,-8362147.24844288
462,598.565,-8361736.18659295
463,599.828,-8361449.62129286
464,601.084,-8361229.83003298
465,602.355,-8360797.40742756
466,603.633,-8360682.32087184
467,604.910,-8360509.35446768
468,606.179,-8360266.24849745
469,607.450,-8360005.20244252
470,608.726,-8359951.02595010
471,610.007,-8359677.06023898
472,611.291,-8359463.67968846
473,612.552,-8359134.06652383
474,613.820,-8358896.14981832
475,615.108,-8358660.05680690
476,616.375,-8358249.55236200
477,617.671,-8358709.06112808
478,618.930,-8358684.84499151
479,620.218,-8358573.73854780
480,621.473,-8358221.88313649
481,622.760,-8357926.99674571
482,624.059,-8358619.24077927
483,625.341,-8358434.18121938
484,626.610,-8358370.55464109
485,627.906,-8357801.27979163
486,629.176,-8357338.71019852
487,630.409,-8356946.31915804
488,631.679,-8357050.70836544
489,632.959,-8356744.10174369
490,634.247,-8356595.90673027
491,635.503,-8356435.24313839
492,636.750,-8356165.80215640
493,638.033,-8356033.09787365
494,639.275,-8355936.08931918
495,640.551,-8355925.85418905
496,641.830,-8355523.33891883
497,643.109,-8355189.29582985
498,644.377,-8354856.32519545
499,645.642,-8354538.20088566
500,647.278,-8354092.39853474
501,648.548,-8353698.25466992
502,649.817,-8354259.69909385
503,651.080,-8354023.30184496
504,652.349,-8353893.19444636
505,653.625,-8353898.03452258
506,654.899,-8353685.58799639
507,656.170,-8353334.15460957
508,657.478,-8354230.76380812
509,658.756,-8354025.10903803
510,660.035,-8354188.42334873
511,661.312,-8354043.61823428
512,662.584,-8353953.09026243
513,663.856,-8353628.65484299
514,665.115,-8353437.41121909
515,666.384,-8353336.15994347
516,667.651,-8353017.42703983
517,668.950,-8353075.59699989
518,670.232,-8352768.97266644
519,671.510,-8352569.18621061
520,672.769,-8352398.08191548
521,674.051,-8351989.66059536
522,675.319,-8351874.65375208
523,676.568,-8351731.21749614
524,677.856,-8351534.70338716
525,679.173,-8351087.51936978
526,680.438,-8350814.97763525
527,681.711,-8350563.31595120
528,682.973,-8350294.87637256
529,684.251,-8349882.52849942
530,685.527,-8349511.34584677
531,686.829,-8349737.58843622
532,688.108,-8349473.05680644
533,689.394,-8349303.22513653
534,690.674,-8348965.20013306
535,691.946,-8348590.21213300
536,693.218,-8348067.23699007
537,694.497,-8347641.48519970
538,695.786,-8347571.81170136
539,697.097,-8348140.58575689
540,698.381,-8347984.96172062
541,699.665,-8347721.20525760
542,700.947,-8347705.73844731
543,702.230,-8347825.63348902
544,703.519,-8347425.97670931
545,704.796,-8347124.36995831
546,706.063,-8346766.47720684
547,707.373,-8346435.62630249
548,708.640,-8346375.94238051
549,709.918,-8346069.76839342
550,711.169,-8345652.24660361
551,712.442,-8345523.93099474
552,713.727,-8345369.63697389
553,715.030,-8345214.38891699
554,716.289,-8344849.02191527
555,717.612,-8344536.60401332
556,718.875,-8344169.27917207
557,720.154,-8344101.37064248
558,721.428,-8344001.15003760
559,722.720,-8343666.48217190
560,723.996,-8343294.55147517
561,725.277,-8342986.76249168
562,726.564,-8342707.26525117
563,727.836,-8342341.09122218
564,729.086,-8342882.18562075
565,730.346,-8342670.93351187
566,731.636,-8342589.52206358
567,732.913,-8342552.63571964
568,734.184,-8342411.42363921
569,735.473,-8342146.67736834
570,736.757,-8342988.91843277
571,738.011,-8342780.35522101
572,739.294,-8342984.10591277
573,740.596,-8342846.33953714
574,741.856,-8342831.88566881
575,743.109,-8342553.28713400
576,744.386,-8342394.07147422
577,745.664,-8342249.70975306
578,746.923,-8341987.06143716
579,748.202,-8342110.89761554
580,749.473,-8341821.63127312
581,750.770,-8341634.24267925
582,752.042,-8341488.09228965
583,753.295,-8341110.07850706
584,754.589,-8341075.51991758
585,755.870,-8340951.10092912
586,757.137,-8340706.66622526
587,758.421,-8340368.91003764
588,759.696,-8340120.46997409
589,760.974,-8339906.52819397
590,762.260,-8339673.42903584
591,763.528,-8339308.60079874
592,764.808,-8338946.08796824
593,766.097,-8339154.88748332
594,767.375,-8338961.13821704
595,768.653,-8338781.86892667
596,769.914,-8338506.86192067
597,771.217,-8338249.88472808
598,772.487,-8337747.41392153
599,773.761,-8337369.34373400
600,775.048,-8337332.96040349
601,776.314,-8337230.90301983
602,777.595,-8337510.71940384
603,778.861,-8337264.99083975
604,780.145,-8337095.24346570
605,781.439,-8336866.24828392
606,782.705,-8336629.98369870
607,783.980,-8336756.24212523
608,785.243,-8336517.99836497
609,786.529,-8336308.38440444
610,787.785,-8336002.30017611
611,789.022,-8335775.26756883
612,790.313,-8335553.49191390
613,791.598,-8335503.72634854
614,792.864,-8335440.72971615
615,794.131,-8335475.13049228
616,795.397,-8335150.81629197
617,796.686,-8334771.79841519
618,797.962,-8334536.43347097
619,799.262,-8334465.35812638
620,800.509,-8334400.38283024
621,801.793,-8334188.67194690
622,803.101,-8334223.87299639
623,804.382,-8333932.47255606
624,805.654,-8333852.86196583
625,806.943,-8333705.22192565
626,808.224,-8333414.03696246
627,809.489,-8333143.47908079
628,810.776,-8333578.30232444
629,812.059,-8333205.14736721
630,813.335,-8332996.46807525
631,814.603,-8333346.03041407
632,815.877,-8333119.27915265
633,817.165,-8333279.24766660
634,818.437,-8333008.00720326
635,819.718,-8332909.98109180
636,820.948,-8332775.56252974
637,822.223,-8332552.45727500
638,823.477,-8332383.43149006
639,824.772,-8332256.73961473
640,826.051,-8332609.73482800
641,827.343,-8332405.95097128
642,828.627,-8332124.38880016
643,829.869,-8331839.86387214
644,831.124,-8331546.93348543
645,832.410,-8331560.76409744
646,833.654,-8331622.52785895
647,834.910,-8331314.75928123
648,836.163,-8331219.02222411
649,837.438,-8330911.27190297
650,838.671,-8330748.63035119
651,839.937,-8330786.09663440
652,841.218,-8330670.11619640
653,842.517,-8330266.01525683
654,843.779,-8330320.10371214
655,845.048,-8329927.87005052
656,846.319,-8329911.07403811
657,847.608,-8329944.05455953
658,848.891,-8330001.67609354
659,850.209,-8329879.51535654
660,851.457,-8329642.80675598
661,852.739,-8329524.07416928
662,854.009,-8329320.46479103
663,855.285,-8329177.42460681
664,856.530,-8329452.62112915
665,857.796,-8329205.13410614
666,859.082,-8329032.08182070
667,860.316,-8328844.87982474
668,861.601,-8328616.60167431
669,862.902,-8328757.30868671
